"Year","State","Tobacco Use","Demographic","Comparing (Focus group)","Cigarette Use Prevalence % (Focus group)","To (Reference group)","Cigarette Use Prevalence % (Reference group)","Disparity Value"
"2014","Nevada","Cigarette Use among Adults","Income","From $20,000-$74,999","21.5","$75,000 or above","18.2","1.2"
"2014","Nevada","Cigarette Use among Adults","Income","$75,000 or above","18.2","Less than $20,000","31.3","0.6"
"2014","Nevada","Cigarette Use among Adults","Income","$75,000 or above","18.2","From $20,000-$74,999","21.5","0.8"
"2014","New Hampshire","Cigarette Use among Adults","Income","Less than $20,000","44.7","From $20,000-$74,999","29.8","1.5"
"2014","New Hampshire","Cigarette Use among Adults","Income","Less than $20,000","44.7","$75,000 or above","15.9","2.8"
"2014","New Hampshire","Cigarette Use among Adults","Income","From $20,000-$74,999","29.8","Less than $20,000","44.7","0.7"
"2014","New Hampshire","Cigarette Use among Adults","Income","From $20,000-$74,999","29.8","$75,000 or above","15.9","1.9"
"2014","New Hampshire","Cigarette Use among Adults","Income","$75,000 or above","15.9","Less than $20,000","44.7","0.4"
"2014","New Hampshire","Cigarette Use among Adults","Income","$75,000 or above","15.9","From $20,000-$74,999","29.8","0.5"
"2014","New Jersey","Cigarette Use among Adults","Income","Less than $20,000","23.9","From $20,000-$74,999","19.9","1.2"
"2014","New Jersey","Cigarette Use among Adults","Income","Less than $20,000","23.9","$75,000 or above","15.5","1.5"
"2014","New Jersey","Cigarette Use among Adults","Income","From $20,000-$74,999","19.9","Less than $20,000","23.9","0.8"
"2014","New Jersey","Cigarette Use among Adults","Income","From $20,000-$74,999","19.9","$75,000 or above","15.5","1.3"
"2014","New Jersey","Cigarette Use among Adults","Income","$75,000 or above","15.5","Less than $20,000","23.9","0.6"
"2014","New Jersey","Cigarette Use among Adults","Income","$75,000 or above","15.5","From $20,000-$74,999","19.9","0.8"
"2014","New Mexico","Cigarette Use among Adults","Income","Less than $20,000","24.7","From $20,000-$74,999","25.1","1.0"
"2014","New Mexico","Cigarette Use among Adults","Income","Less than $20,000","24.7","$75,000 or above","19.9","1.2"
"2014","New Mexico","Cigarette Use among Adults","Income","From $20,000-$74,999","25.1","Less than $20,000","24.7","1.0"
"2014","New Mexico","Cigarette Use among Adults","Income","From $20,000-$74,999","25.1","$75,000 or above","19.9","1.3"
"2014","New Mexico","Cigarette Use among Adults","Income","$75,000 or above","19.9","Less than $20,000","24.7","0.8"
"2014","New Mexico","Cigarette Use among Adults","Income","$75,000 or above","19.9","From $20,000-$74,999","25.1","0.8"
"2014","New York","Cigarette Use among Adults","Income","Less than $20,000","20.5","From $20,000-$74,999","18.7","1.1"
"2014","New York","Cigarette Use among Adults","Income","Less than $20,000","20.5","$75,000 or above","15.6","1.3"
"2014","New York","Cigarette Use among Adults","Income","From $20,000-$74,999","18.7","Less than $20,000","20.5","0.9"
"2014","New York","Cigarette Use among Adults","Income","From $20,000-$74,999","18.7","$75,000 or above","15.6","1.2"
"2014","New York","Cigarette Use among Adults","Income","$75,000 or above","15.6","Less than $20,000","20.5","0.8"
"2014","New York","Cigarette Use among Adults","Income","$75,000 or above","15.6","From $20,000-$74,999","18.7","0.8"
"2014","North Carolina","Cigarette Use among Adults","Income","Less than $20,000","31.3","From $20,000-$74,999","25.2","1.2"
"2014","North Carolina","Cigarette Use among Adults","Income","Less than $20,000","31.3","$75,000 or above","20.7","1.5"
"2014","North Carolina","Cigarette Use among Adults","Income","From $20,000-$74,999","25.2","Less than $20,000","31.3","0.8"
"2014","North Carolina","Cigarette Use among Adults","Income","From $20,000-$74,999","25.2","$75,000 or above","20.7","1.2"
"2014","North Carolina","Cigarette Use among Adults","Income","$75,000 or above","20.7","Less than $20,000","31.3","0.7"
"2014","North Carolina","Cigarette Use among Adults","Income","$75,000 or above","20.7","From $20,000-$74,999","25.2","0.8"
"2014","North Dakota","Cigarette Use among Adults","Income","Less than $20,000","34.9","From $20,000-$74,999","24.7","1.4"
"2014","North Dakota","Cigarette Use among Adults","Income","Less than $20,000","34.9","$75,000 or above","19.4","1.8"
"2014","North Dakota","Cigarette Use among Adults","Income","From $20,000-$74,999","24.7","Less than $20,000","34.9","0.7"
"2014","North Dakota","Cigarette Use among Adults","Income","From $20,000-$74,999","24.7","$75,000 or above","19.4","1.3"
"2014","North Dakota","Cigarette Use among Adults","Income","$75,000 or above","19.4","Less than $20,000","34.9","0.6"
"2014","North Dakota","Cigarette Use among Adults","Income","$75,000 or above","19.4","From $20,000-$74,999","24.7","0.8"
"2014","Ohio","Cigarette Use among Adults","Income","Less than $20,000","40.6","From $20,000-$74,999","28.1","1.4"
"2014","Ohio","Cigarette Use among Adults","Income","Less than $20,000","40.6","$75,000 or above","22.2","1.8"
"2014","Ohio","Cigarette Use among Adults","Income","From $20,000-$74,999","28.1","Less than $20,000","40.6","0.7"
"2014","Ohio","Cigarette Use among Adults","Income","From $20,000-$74,999","28.1","$75,000 or above","22.2","1.3"
"2014","Ohio","Cigarette Use among Adults","Income","$75,000 or above","22.2","Less than $20,000","40.6","0.5"
"2014","Ohio","Cigarette Use among Adults","Income","$75,000 or above","22.2","From $20,000-$74,999","28.1","0.8"
"2014","Oklahoma","Cigarette Use among Adults","Income","Less than $20,000","36.6","From $20,000-$74,999","27.9","1.3"
"2014","Oklahoma","Cigarette Use among Adults","Income","Less than $20,000","36.6","$75,000 or above","19.2","1.9"
"2014","Oklahoma","Cigarette Use among Adults","Income","From $20,000-$74,999","27.9","Less than $20,000","36.6","0.8"
"2014","Oklahoma","Cigarette Use among Adults","Income","From $20,000-$74,999","27.9","$75,000 or above","19.2","1.5"
"2014","Oklahoma","Cigarette Use among Adults","Income","$75,000 or above","19.2","Less than $20,000","36.6","0.5"
"2014","Oklahoma","Cigarette Use among Adults","Income","$75,000 or above","19.2","From $20,000-$74,999","27.9","0.7"
"2014","Oregon","Cigarette Use among Adults","Income","Less than $20,000","32.1","From $20,000-$74,999","23.2","1.4"
"2014","Oregon","Cigarette Use among Adults","Income","Less than $20,000","32.1","$75,000 or above","18.7","1.7"
"2014","Oregon","Cigarette Use among Adults","Income","From $20,000-$74,999","23.2","Less than $20,000","32.1","0.7"
"2014","Oregon","Cigarette Use among Adults","Income","From $20,000-$74,999","23.2","$75,000 or above","18.7","1.2"
"2014","Oregon","Cigarette Use among Adults","Income","$75,000 or above","18.7","Less than $20,000","32.1","0.6"
"2014","Oregon","Cigarette Use among Adults","Income","$75,000 or above","18.7","From $20,000-$74,999","23.2","0.8"
"2014","Pennsylvania","Cigarette Use among Adults","Income","Less than $20,000","36.2","From $20,000-$74,999","28.0","1.3"
"2014","Pennsylvania","Cigarette Use among Adults","Income","Less than $20,000","36.2","$75,000 or above","20.5","1.8"
"2014","Pennsylvania","Cigarette Use among Adults","Income","From $20,000-$74,999","28.0","Less than $20,000","36.2","0.8"
"2014","Pennsylvania","Cigarette Use among Adults","Income","From $20,000-$74,999","28.0","$75,000 or above","20.5","1.4"
"2014","Pennsylvania","Cigarette Use among Adults","Income","$75,000 or above","20.5","Less than $20,000","36.2","0.6"
"2014","Pennsylvania","Cigarette Use among Adults","Income","$75,000 or above","20.5","From $20,000-$74,999","28.0","0.7"
"2014","Rhode Island","Cigarette Use among Adults","Income","Less than $20,000","27.4","From $20,000-$74,999","19.4","1.4"
"2014","Rhode Island","Cigarette Use among Adults","Income","Less than $20,000","27.4","$75,000 or above","18.9","1.4"
"2014","Rhode Island","Cigarette Use among Adults","Income","From $20,000-$74,999","19.4","Less than $20,000","27.4","0.7"
"2014","Rhode Island","Cigarette Use among Adults","Income","From $20,000-$74,999","19.4","$75,000 or above","18.9","1.0"
"2014","Rhode Island","Cigarette Use among Adults","Income","$75,000 or above","18.9","Less than $20,000","27.4","0.7"
"2014","Rhode Island","Cigarette Use among Adults","Income","$75,000 or above","18.9","From $20,000-$74,999","19.4","1.0"
"2014","South Carolina","Cigarette Use among Adults","Income","Less than $20,000","36.5","From $20,000-$74,999","28.4","1.3"
"2014","South Carolina","Cigarette Use among Adults","Income","Less than $20,000","36.5","$75,000 or above","19.6","1.9"
"2014","South Carolina","Cigarette Use among Adults","Income","From $20,000-$74,999","28.4","Less than $20,000","36.5","0.8"
"2014","South Carolina","Cigarette Use among Adults","Income","From $20,000-$74,999","28.4","$75,000 or above","19.6","1.4"
"2014","South Carolina","Cigarette Use among Adults","Income","$75,000 or above","19.6","Less than $20,000","36.5","0.5"
"2014","South Carolina","Cigarette Use among Adults","Income","$75,000 or above","19.6","From $20,000-$74,999","28.4","0.7"
"2014","South Dakota","Cigarette Use among Adults","Income","Less than $20,000","36.5","From $20,000-$74,999","26.4","1.4"
"2014","South Dakota","Cigarette Use among Adults","Income","Less than $20,000","36.5","$75,000 or above","16.1","2.3"
"2014","South Dakota","Cigarette Use among Adults","Income","From $20,000-$74,999","26.4","Less than $20,000","36.5","0.7"
"2014","South Dakota","Cigarette Use among Adults","Income","From $20,000-$74,999","26.4","$75,000 or above","16.1","1.6"
"2014","South Dakota","Cigarette Use among Adults","Income","$75,000 or above","16.1","Less than $20,000","36.5","0.4"
"2014","South Dakota","Cigarette Use among Adults","Income","$75,000 or above","16.1","From $20,000-$74,999","26.4","0.6"
"2014","Tennessee","Cigarette Use among Adults","Income","Less than $20,000","38.2","From $20,000-$74,999","31.4","1.2"
"2014","Tennessee","Cigarette Use among Adults","Income","Less than $20,000","38.2","$75,000 or above","20.1","1.9"
"2014","Tennessee","Cigarette Use among Adults","Income","From $20,000-$74,999","31.4","Less than $20,000","38.2","0.8"
"2014","Tennessee","Cigarette Use among Adults","Income","From $20,000-$74,999","31.4","$75,000 or above","20.1","1.6"
"2014","Tennessee","Cigarette Use among Adults","Income","$75,000 or above","20.1","Less than $20,000","38.2","0.5"
"2014","Tennessee","Cigarette Use among Adults","Income","$75,000 or above","20.1","From $20,000-$74,999","31.4","0.6"
"2014","Texas","Cigarette Use among Adults","Income","Less than $20,000","16.9","From $20,000-$74,999","19.3","0.9"
"2014","Texas","Cigarette Use among Adults","Income","Less than $20,000","16.9","$75,000 or above","14.2","1.2"
"2014","Texas","Cigarette Use among Adults","Income","From $20,000-$74,999","19.3","Less than $20,000","16.9","1.1"
"2014","Texas","Cigarette Use among Adults","Income","From $20,000-$74,999","19.3","$75,000 or above","14.2","1.4"
"2014","Texas","Cigarette Use among Adults","Income","$75,000 or above","14.2","Less than $20,000","16.9","0.8"
"2014","Texas","Cigarette Use among Adults","Income","$75,000 or above","14.2","From $20,000-$74,999","19.3","0.7"
"2014","Utah","Cigarette Use among Adults","Income","Less than $20,000","20.2","From $20,000-$74,999","14.4","1.4"
"2014","Utah","Cigarette Use among Adults","Income","Less than $20,000","20.2","$75,000 or above","8.8","2.3"
"2014","Utah","Cigarette Use among Adults","Income","From $20,000-$74,999","14.4","Less than $20,000","20.2","0.7"
"2014","Utah","Cigarette Use among Adults","Income","From $20,000-$74,999","14.4","$75,000 or above","8.8","1.6"
"2014","Utah","Cigarette Use among Adults","Income","$75,000 or above","8.8","Less than $20,000","20.2","0.4"
"2014","Utah","Cigarette Use among Adults","Income","$75,000 or above","8.8","From $20,000-$74,999","14.4","0.6"
"2014","Vermont","Cigarette Use among Adults","Income","Less than $20,000","35.9","From $20,000-$74,999","25.2","1.4"
"2014","Vermont","Cigarette Use among Adults","Income","Less than $20,000","35.9","$75,000 or above","14.6","2.5"
"2014","Vermont","Cigarette Use among Adults","Income","From $20,000-$74,999","25.2","Less than $20,000","35.9","0.7"
"2014","Vermont","Cigarette Use among Adults","Income","From $20,000-$74,999","25.2","$75,000 or above","14.6","1.7"
"2014","Vermont","Cigarette Use among Adults","Income","$75,000 or above","14.6","Less than $20,000","35.9","0.4"
"2014","Vermont","Cigarette Use among Adults","Income","$75,000 or above","14.6","From $20,000-$74,999","25.2","0.6"
"2014","Virginia","Cigarette Use among Adults","Income","Less than $20,000","38.9","From $20,000-$74,999","26.7","1.5"
"2014","Virginia","Cigarette Use among Adults","Income","Less than $20,000","38.9","$75,000 or above","21.0","1.9"
"2014","Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","26.7","Less than $20,000","38.9","0.7"
"2014","Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","26.7","$75,000 or above","21.0","1.3"
"2014","Virginia","Cigarette Use among Adults","Income","$75,000 or above","21.0","Less than $20,000","38.9","0.5"
"2014","Virginia","Cigarette Use among Adults","Income","$75,000 or above","21.0","From $20,000-$74,999","26.7","0.8"
"2014","Washington","Cigarette Use among Adults","Income","Less than $20,000","37.7","From $20,000-$74,999","20.5","1.8"
"2014","Washington","Cigarette Use among Adults","Income","Less than $20,000","37.7","$75,000 or above","18.4","2.0"
"2014","Washington","Cigarette Use among Adults","Income","From $20,000-$74,999","20.5","Less than $20,000","37.7","0.5"
"2014","Washington","Cigarette Use among Adults","Income","From $20,000-$74,999","20.5","$75,000 or above","18.4","1.1"
"2014","Washington","Cigarette Use among Adults","Income","$75,000 or above","18.4","Less than $20,000","37.7","0.5"
"2014","Washington","Cigarette Use among Adults","Income","$75,000 or above","18.4","From $20,000-$74,999","20.5","0.9"
"2014","West Virginia","Cigarette Use among Adults","Income","Less than $20,000","44.4","From $20,000-$74,999","32.2","1.4"
"2014","West Virginia","Cigarette Use among Adults","Income","Less than $20,000","44.4","$75,000 or above","22.6","2.0"
"2014","West Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","32.2","Less than $20,000","44.4","0.7"
"2014","West Virginia","Cigarette Use among Adults","Income","From $20,000-$74,999","32.2","$75,000 or above","22.6","1.4"
"2014","West Virginia","Cigarette Use among Adults","Income","$75,000 or above","22.6","Less than $20,000","44.4","0.5"
"2014","West Virginia","Cigarette Use among Adults","Income","$75,000 or above","22.6","From $20,000-$74,999","32.2","0.7"
"2014","Wisconsin","Cigarette Use among Adults","Income","Less than $20,000","33.5","From $20,000-$74,999","25.7","1.3"
"2014","Wisconsin","Cigarette Use among Adults","Income","Less than $20,000","33.5","$75,000 or above","19.1","1.8"
"2014","Wisconsin","Cigarette Use among Adults","Income","From $20,000-$74,999","25.7","Less than $20,000","33.5","0.8"
"2014","Wisconsin","Cigarette Use among Adults","Income","From $20,000-$74,999","25.7","$75,000 or above","19.1","1.3"
"2014","Wisconsin","Cigarette Use among Adults","Income","$75,000 or above","19.1","Less than $20,000","33.5","0.6"
"2014","Wisconsin","Cigarette Use among Adults","Income","$75,000 or above","19.1","From $20,000-$74,999","25.7","0.7"
"2014","Wyoming","Cigarette Use among Adults","Income","Less than $20,000","39.2","From $20,000-$74,999","27.0","1.5"
"2014","Wyoming","Cigarette Use among Adults","Income","Less than $20,000","39.2","$75,000 or above","17.3","2.3"
"2014","Wyoming","Cigarette Use among Adults","Income","From $20,000-$74,999","27.0","Less than $20,000","39.2","0.7"
"2014","Wyoming","Cigarette Use among Adults","Income","From $20,000-$74,999","27.0","$75,000 or above","17.3","1.6"
"2014","Wyoming","Cigarette Use among Adults","Income","$75,000 or above","17.3","Less than $20,000","39.2","0.4"
"2014","Wyoming","Cigarette Use among Adults","Income","$75,000 or above","17.3","From $20,000-$74,999","27.0","0.6"
"2015","Alabama","Cigarette Use among Adults","Income","Less than $20,000","31.5","From $20,000-$74,999","25.9","1.2"
"2015","Alabama","Cigarette Use among Adults","Income","Less than $20,000","31.5","$75,000 or above","20.4","1.5"
"2015","Alabama","Cigarette Use among Adults","Income","From $20,000-$74,999","25.9","Less than $20,000","31.5","0.8"
"2015","Alabama","Cigarette Use among Adults","Income","From $20,000-$74,999","25.9","$75,000 or above","20.4","1.3"
"2015","Alabama","Cigarette Use among Adults","Income","$75,000 or above","20.4","Less than $20,000","31.5","0.6"
"2015","Alabama","Cigarette Use among Adults","Income","$75,000 or above","20.4","From $20,000-$74,999","25.9","0.8"
"2015","Alaska","Cigarette Use among Adults","Income","Less than $20,000","43.1","From $20,000-$74,999","28.2","1.5"
"2015","Alaska","Cigarette Use among Adults","Income","Less than $20,000","43.1","$75,000 or above","21.0","2.1"
"2015","Alaska","Cigarette Use among Adults","Income","From $20,000-$74,999","28.2","Less than $20,000","43.1","0.7"
"2015","Alaska","Cigarette Use among Adults","Income","From $20,000-$74,999","28.2","$75,000 or above","21.0","1.3"
"2015","Alaska","Cigarette Use among Adults","Income","$75,000 or above","21.0","Less than $20,000","43.1","0.5"
"2015","Alaska","Cigarette Use among Adults","Income","$75,000 or above","21.0","From $20,000-$74,999","28.2","0.7"
"2015","Arizona","Cigarette Use among Adults","Income","Less than $20,000","20.4","From $20,000-$74,999","20.3","1.0"
"2015","Arizona","Cigarette Use among Adults","Income","Less than $20,000","20.4","$75,000 or above","14.1","1.4"
"2015","Arizona","Cigarette Use among Adults","Income","From $20,000-$74,999","20.3","Less than $20,000","20.4","1.0"
"2015","Arizona","Cigarette Use among Adults","Income","From $20,000-$74,999","20.3","$75,000 or above","14.1","1.4"
"2015","Arizona","Cigarette Use among Adults","Income","$75,000 or above","14.1","Less than $20,000","20.4","0.7"
"2015","Arizona","Cigarette Use among Adults","Income","$75,000 or above","14.1","From $20,000-$74,999","20.3","0.7"
"2015","Arkansas","Cigarette Use among Adults","Income","Less than $20,000","42.3","From $20,000-$74,999","33.2","1.3"
"2015","Arkansas","Cigarette Use among Adults","Income","Less than $20,000","42.3","$75,000 or above","16.4","2.6"
"2015","Arkansas","Cigarette Use among Adults","Income","From $20,000-$74,999","33.2","Less than $20,000","42.3","0.8"
"2015","Arkansas","Cigarette Use among Adults","Income","From $20,000-$74,999","33.2","$75,000 or above","16.4","2.0"
"2015","Arkansas","Cigarette Use among Adults","Income","$75,000 or above","16.4","Less than $20,000","42.3","0.4"
"2015","Arkansas","Cigarette Use among Adults","Income","$75,000 or above","16.4","From $20,000-$74,999","33.2","0.5"
"2015","California","Cigarette Use among Adults","Income","Less than $20,000","17.1","From $20,000-$74,999","14.3","1.2"
"2015","California","Cigarette Use among Adults","Income","Less than $20,000","17.1","$75,000 or above","13.7","1.2"
"2015","California","Cigarette Use among Adults","Income","From $20,000-$74,999","14.3","Less than $20,000","17.1","0.8"
"2015","California","Cigarette Use among Adults","Income","From $20,000-$74,999","14.3","$75,000 or above","13.7","1.0"
"2015","California","Cigarette Use among Adults","Income","$75,000 or above","13.7","Less than $20,000","17.1","0.8"
"2015","California","Cigarette Use among Adults","Income","$75,000 or above","13.7","From $20,000-$74,999","14.3","1.0"
"2015","Colorado","Cigarette Use among Adults","Income","Less than $20,000","31.5","From $20,000-$74,999","23.3","1.4"
"2015","Colorado","Cigarette Use among Adults","Income","Less than $20,000","31.5","$75,000 or above","19.4","1.6"
"2015","Colorado","Cigarette Use among Adults","Income","From $20,000-$74,999","23.3","Less than $20,000","31.5","0.7"
"2015","Colorado","Cigarette Use among Adults","Income","From $20,000-$74,999","23.3","$75,000 or above","19.4","1.2"
"2015","Colorado","Cigarette Use among Adults","Income","$75,000 or above","19.4","Less than $20,000","31.5","0.6"
"2015","Colorado","Cigarette Use among Adults","Income","$75,000 or above","19.4","From $20,000-$74,999","23.3","0.8"
"2015","Connecticut","Cigarette Use among Adults","Income","Less than $20,000","25.3","From $20,000-$74,999","21.3","1.2"
"2015","Connecticut","Cigarette Use among Adults","Income","Less than $20,000","25.3","$75,000 or above","13.5","1.9"
"2015","Connecticut","Cigarette Use among Adults","Income","From $20,000-$74,999","21.3","Less than $20,000","25.3","0.8"
"2015","Connecticut","Cigarette Use among Adults","Income","From $20,000-$74,999","21.3","$75,000 or above","13.5","1.6"
"2015","Connecticut","Cigarette Use among Adults","Income","$75,000 or above","13.5","Less than $20,000","25.3","0.5"
"2015","Connecticut","Cigarette Use among Adults","Income","$75,000 or above","13.5","From $20,000-$74,999","21.3","0.6"
"2015","Delaware","Cigarette Use among Adults","Income","Less than $20,000","32.1","From $20,000-$74,999","22.0","1.5"
"2015","Delaware","Cigarette Use among Adults","Income","Less than $20,000","32.1","$75,000 or above","18.6","1.7"
"2015","Delaware","Cigarette Use among Adults","Income","From $20,000-$74,999","22.0","Less than $20,000","32.1","0.7"
"2015","Delaware","Cigarette Use among Adults","Income","From $20,000-$74,999","22.0","$75,000 or above","18.6","1.2"
"2015","Delaware","Cigarette Use among Adults","Income","$75,000 or above","18.6","Less than $20,000","32.1","0.6"
"2015","Delaware","Cigarette Use among Adults","Income","$75,000 or above","18.6","From $20,000-$74,999","22.0","0.8"
"2015","District of Columbia","Cigarette Use among Adults","Income","Less than $20,000","28.8","From $20,000-$74,999","26.7","1.1"
"2015","District of Columbia","Cigarette Use among Adults","Income","Less than $20,000","28.8","$75,000 or above","No Data","Not Applicable"
"2015","District of Columbia","Cigarette Use among Adults","Income","From $20,000-$74,999","26.7","Less than $20,000","28.8","0.9"
"2015","District of Columbia","Cigarette Use among Adults","Income","From $20,000-$74,999","26.7","$75,000 or above","No Data","Not Applicable"
"2015","District of Columbia","Cigarette Use among Adults","Income","$75,000 or above","No Data","Less than $20,000","28.8","Not Applicable"
"2015","District of Columbia","Cigarette Use among Adults","Income","$75,000 or above","No Data","From $20,000-$74,999","26.7","Not Applicable"
"2015","Florida","Cigarette Use among Adults","Income","Less than $20,000","27.8","From $20,000-$74,999","19.2","1.4"
"2015","Florida","Cigarette Use among Adults","Income","Less than $20,000","27.8","$75,000 or above","15.7","1.8"
"2015","Florida","Cigarette Use among Adults","Income","From $20,000-$74,999","19.2","Less than $20,000","27.8","0.7"
"2015","Florida","Cigarette Use among Adults","Income","From $20,000-$74,999","19.2","$75,000 or above","15.7","1.2"
"2015","Florida","Cigarette Use among Adults","Income","$75,000 or above","15.7","Less than $20,000","27.8","0.6"
"2015","Florida","Cigarette Use among Adults","Income","$75,000 or above","15.7","From $20,000-$74,999","19.2","0.8"
"2015","Georgia","Cigarette Use among Adults","Income","Less than $20,000","32.5","From $20,000-$74,999","22.8","1.4"
"2015","Georgia","Cigarette Use among Adults","Income","Less than $20,000","32.5","$75,000 or above","19.2","1.7"
"2015","Georgia","Cigarette Use among Adults","Income","From $20,000-$74,999","22.8","Less than $20,000","32.5","0.7"
"2015","Georgia","Cigarette Use among Adults","Income","From $20,000-$74,999","22.8","$75,000 or above","19.2","1.2"
"2015","Georgia","Cigarette Use among Adults","Income","$75,000 or above","19.2","Less than $20,000","32.5","0.6"
"2015","Georgia","Cigarette Use among Adults","Income","$75,000 or above","19.2","From $20,000-$74,999","22.8","0.8"
"2015","Hawaii","Cigarette Use among Adults","Income","Less than $20,000","22.8","From $20,000-$74,999","19.2","1.2"
"2015","Hawaii","Cigarette Use among Adults","Income","Less than $20,000","22.8","$75,000 or above","15.3","1.5"
"2015","Hawaii","Cigarette Use among Adults","Income","From $20,000-$74,999","19.2","Less than $20,000","22.8","0.8"
"2015","Hawaii","Cigarette Use among Adults","Income","From $20,000-$74,999","19.2","$75,000 or above","15.3","1.3"
"2015","Hawaii","Cigarette Use among Adults","Income","$75,000 or above","15.3","Less than $20,000","22.8","0.7"
"2015","Hawaii","Cigarette Use among Adults","Income","$75,000 or above","15.3","From $20,000-$74,999","19.2","0.8"
"2015","Idaho","Cigarette Use among Adults","Income","Less than $20,000","27.9","From $20,000-$74,999","18.5","1.5"
"2015","Idaho","Cigarette Use among Adults","Income","Less than $20,000","27.9","$75,000 or above","15.3","1.8"
"2015","Idaho","Cigarette Use among Adults","Income","From $20,000-$74,999","18.5","Less than $20,000","27.9","0.7"
"2015","Idaho","Cigarette Use among Adults","Income","From $20,000-$74,999","18.5","$75,000 or above","15.3","1.2"
"2015","Idaho","Cigarette Use among Adults","Income","$75,000 or above","15.3","Less than $20,000","27.9","0.5"
"2015","Idaho","Cigarette Use among Adults","Income","$75,000 or above","15.3","From $20,000-$74,999","18.5","0.8"
"2015","Illinois","Cigarette Use among Adults","Income","Less than $20,000","25.4","From $20,000-$74,999","18.5","1.4"
"2015","Illinois","Cigarette Use among Adults","Income","Less than $20,000","25.4","$75,000 or above","15.1","1.7"
"2015","Illinois","Cigarette Use among Adults","Income","From $20,000-$74,999","18.5","Less than $20,000","25.4","0.7"
"2015","Illinois","Cigarette Use among Adults","Income","From $20,000-$74,999","18.5","$75,000 or above","15.1","1.2"
"2015","Illinois","Cigarette Use among Adults","Income","$75,000 or above","15.1","Less than $20,000","25.4","0.6"
"2015","Illinois","Cigarette Use among Adults","Income","$75,000 or above","15.1","From $20,000-$74,999","18.5","0.8"
"2015","Indiana","Cigarette Use among Adults","Income","Less than $20,000","35.3","From $20,000-$74,999","27.5","1.3"
"2015","Indiana","Cigarette Use among Adults","Income","Less than $20,000","35.3","$75,000 or above","21.0","1.7"
"2015","Indiana","Cigarette Use among Adults","Income","From $20,000-$74,999","27.5","Less than $20,000","35.3","0.8"
"2015","Indiana","Cigarette Use among Adults","Income","From $20,000-$74,999","27.5","$75,000 or above","21.0","1.3"
"2015","Indiana","Cigarette Use among Adults","Income","$75,000 or above","21.0","Less than $20,000","35.3","0.6"
"2015","Indiana","Cigarette Use among Adults","Income","$75,000 or above","21.0","From $20,000-$74,999","27.5","0.8"
"2015","Iowa","Cigarette Use among Adults","Income","Less than $20,000","32.1","From $20,000-$74,999","24.9","1.3"
"2015","Iowa","Cigarette Use among Adults","Income","Less than $20,000","32.1","$75,000 or above","21.6","1.5"
"2015","Iowa","Cigarette Use among Adults","Income","From $20,000-$74,999","24.9","Less than $20,000","32.1","0.8"
"2015","Iowa","Cigarette Use among Adults","Income","From $20,000-$74,999","24.9","$75,000 or above","21.6","1.2"
"2015","Iowa","Cigarette Use among Adults","Income","$75,000 or above","21.6","Less than $20,000","32.1","0.7"
"2015","Iowa","Cigarette Use among Adults","Income","$75,000 or above","21.6","From $20,000-$74,999","24.9","0.9"
"2015","Kansas","Cigarette Use among Adults","Income","Less than $20,000","31.3","From $20,000-$74,999","25.6","1.2"
"2015","Kansas","Cigarette Use among Adults","Income","Less than $20,000","31.3","$75,000 or above","19.0","1.6"
"2015","Kansas","Cigarette Use among Adults","Income","From $20,000-$74,999","25.6","Less than $20,000","31.3","0.8"
"2015","Kansas","Cigarette Use among Adults","Income","From $20,000-$74,999","25.6","$75,000 or above","19.0","1.3"
"2015","Kansas","Cigarette Use among Adults","Income","$75,000 or above","19.0","Less than $20,000","31.3","0.6"
"2015","Kansas","Cigarette Use among Adults","Income","$75,000 or above","19.0","From $20,000-$74,999","25.6","0.7"
"2015","Kentucky","Cigarette Use among Adults","Income","Less than $20,000","44.9","From $20,000-$74,999","34.3","1.3"
"2015","Kentucky","Cigarette Use among Adults","Income","Less than $20,000","44.9","$75,000 or above","26.8","1.7"
"2015","Kentucky","Cigarette Use among Adults","Income","From $20,000-$74,999","34.3","Less than $20,000","44.9","0.8"
"2015","Kentucky","Cigarette Use among Adults","Income","From $20,000-$74,999","34.3","$75,000 or above","26.8","1.3"
"2015","Kentucky","Cigarette Use among Adults","Income","$75,000 or above","26.8","Less than $20,000","44.9","0.6"
"2015","Kentucky","Cigarette Use among Adults","Income","$75,000 or above","26.8","From $20,000-$74,999","34.3","0.8"
"2015","Louisiana","Cigarette Use among Adults","Income","Less than $20,000","34.6","From $20,000-$74,999","26.7","1.3"
"2015","Louisiana","Cigarette Use among Adults","Income","Less than $20,000","34.6","$75,000 or above","20.1","1.7"
"2015","Louisiana","Cigarette Use among Adults","Income","From $20,000-$74,999","26.7","Less than $20,000","34.6","0.8"
"2015","Louisiana","Cigarette Use among Adults","Income","From $20,000-$74,999","26.7","$75,000 or above","20.1","1.3"
"2015","Louisiana","Cigarette Use among Adults","Income","$75,000 or above","20.1","Less than $20,000","34.6","0.6"
"2015","Louisiana","Cigarette Use among Adults","Income","$75,000 or above","20.1","From $20,000-$74,999","26.7","0.8"
"2015","Maine","Cigarette Use among Adults","Income","Less than $20,000","38.6","From $20,000-$74,999","27.8","1.4"
