"Year","State","Tobacco Use","Demographic","Comparing (Focus group)","Cigarette Use Prevalence % (Focus group)","To (Reference group)","Cigarette Use Prevalence % (Reference group)","Disparity Value"
"2014","Michigan","Cigarette Use among Adults","Age","Age 45-64","21.8","Age 25-44","28.4","0.8"
"2014","Michigan","Cigarette Use among Adults","Age","Age 45-64","21.8","Age 65 or older","8.9","2.4"
"2014","Michigan","Cigarette Use among Adults","Age","Age 65 or older","8.9","Age 18-24","21.5","0.4"
"2014","Michigan","Cigarette Use among Adults","Age","Age 65 or older","8.9","Age 25-44","28.4","0.3"
"2014","Michigan","Cigarette Use among Adults","Age","Age 65 or older","8.9","Age 45-64","21.8","0.4"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 18-24","16.0","Age 25-44","20.6","0.8"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 18-24","16.0","Age 45-64","16.7","1.0"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 18-24","16.0","Age 65 or older","8.1","2.0"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 25-44","20.6","Age 18-24","16.0","1.3"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 25-44","20.6","Age 45-64","16.7","1.2"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 25-44","20.6","Age 65 or older","8.1","2.5"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 45-64","16.7","Age 18-24","16.0","1.0"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 45-64","16.7","Age 25-44","20.6","0.8"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 45-64","16.7","Age 65 or older","8.1","2.1"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 65 or older","8.1","Age 18-24","16.0","0.5"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 65 or older","8.1","Age 25-44","20.6","0.4"
"2014","Minnesota","Cigarette Use among Adults","Age","Age 65 or older","8.1","Age 45-64","16.7","0.5"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 18-24","23.1","Age 25-44","29.3","0.8"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 18-24","23.1","Age 45-64","24.0","1.0"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 18-24","23.1","Age 65 or older","10.5","2.2"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 25-44","29.3","Age 18-24","23.1","1.3"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 25-44","29.3","Age 45-64","24.0","1.2"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 25-44","29.3","Age 65 or older","10.5","2.8"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 45-64","24.0","Age 18-24","23.1","1.0"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 45-64","24.0","Age 25-44","29.3","0.8"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 45-64","24.0","Age 65 or older","10.5","2.3"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 65 or older","10.5","Age 18-24","23.1","0.5"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 65 or older","10.5","Age 25-44","29.3","0.4"
"2014","Mississippi","Cigarette Use among Adults","Age","Age 65 or older","10.5","Age 45-64","24.0","0.4"
"2014","Missouri","Cigarette Use among Adults","Age","Age 18-24","19.4","Age 25-44","25.4","0.8"
"2014","Missouri","Cigarette Use among Adults","Age","Age 18-24","19.4","Age 45-64","22.4","0.9"
"2014","Missouri","Cigarette Use among Adults","Age","Age 18-24","19.4","Age 65 or older","10.8","1.8"
"2014","Missouri","Cigarette Use among Adults","Age","Age 25-44","25.4","Age 18-24","19.4","1.3"
"2014","Missouri","Cigarette Use among Adults","Age","Age 25-44","25.4","Age 45-64","22.4","1.1"
"2014","Missouri","Cigarette Use among Adults","Age","Age 25-44","25.4","Age 65 or older","10.8","2.4"
"2014","Missouri","Cigarette Use among Adults","Age","Age 45-64","22.4","Age 18-24","19.4","1.2"
"2014","Missouri","Cigarette Use among Adults","Age","Age 45-64","22.4","Age 25-44","25.4","0.9"
"2014","Missouri","Cigarette Use among Adults","Age","Age 45-64","22.4","Age 65 or older","10.8","2.1"
"2014","Missouri","Cigarette Use among Adults","Age","Age 65 or older","10.8","Age 18-24","19.4","0.6"
"2014","Missouri","Cigarette Use among Adults","Age","Age 65 or older","10.8","Age 25-44","25.4","0.4"
"2014","Missouri","Cigarette Use among Adults","Age","Age 65 or older","10.8","Age 45-64","22.4","0.5"
"2014","Montana","Cigarette Use among Adults","Age","Age 18-24","25.8","Age 25-44","25.4","1.0"
"2014","Montana","Cigarette Use among Adults","Age","Age 18-24","25.8","Age 45-64","20.2","1.3"
"2014","Montana","Cigarette Use among Adults","Age","Age 18-24","25.8","Age 65 or older","8.3","3.1"
"2014","Montana","Cigarette Use among Adults","Age","Age 25-44","25.4","Age 18-24","25.8","1.0"
"2014","Montana","Cigarette Use among Adults","Age","Age 25-44","25.4","Age 45-64","20.2","1.3"
"2014","Montana","Cigarette Use among Adults","Age","Age 25-44","25.4","Age 65 or older","8.3","3.1"
"2014","Montana","Cigarette Use among Adults","Age","Age 45-64","20.2","Age 18-24","25.8","0.8"
"2014","Montana","Cigarette Use among Adults","Age","Age 45-64","20.2","Age 25-44","25.4","0.8"
"2014","Montana","Cigarette Use among Adults","Age","Age 45-64","20.2","Age 65 or older","8.3","2.4"
"2014","Montana","Cigarette Use among Adults","Age","Age 65 or older","8.3","Age 18-24","25.8","0.3"
"2014","Montana","Cigarette Use among Adults","Age","Age 65 or older","8.3","Age 25-44","25.4","0.3"
"2014","Montana","Cigarette Use among Adults","Age","Age 65 or older","8.3","Age 45-64","20.2","0.4"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 18-24","17.9","Age 25-44","21.7","0.8"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 18-24","17.9","Age 45-64","18.1","1.0"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 18-24","17.9","Age 65 or older","8.1","2.2"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 25-44","21.7","Age 18-24","17.9","1.2"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 25-44","21.7","Age 45-64","18.1","1.2"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 25-44","21.7","Age 65 or older","8.1","2.7"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 45-64","18.1","Age 18-24","17.9","1.0"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 45-64","18.1","Age 25-44","21.7","0.8"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 45-64","18.1","Age 65 or older","8.1","2.2"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 65 or older","8.1","Age 18-24","17.9","0.5"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 65 or older","8.1","Age 25-44","21.7","0.4"
"2014","Nebraska","Cigarette Use among Adults","Age","Age 65 or older","8.1","Age 45-64","18.1","0.4"
"2014","Nevada","Cigarette Use among Adults","Age","Age 18-24","17.3","Age 25-44","18.6","0.9"
"2014","Nevada","Cigarette Use among Adults","Age","Age 18-24","17.3","Age 45-64","17.5","1.0"
"2014","Nevada","Cigarette Use among Adults","Age","Age 18-24","17.3","Age 65 or older","12.6","1.4"
"2014","Nevada","Cigarette Use among Adults","Age","Age 25-44","18.6","Age 18-24","17.3","1.1"
"2014","Nevada","Cigarette Use among Adults","Age","Age 25-44","18.6","Age 45-64","17.5","1.1"
"2014","Nevada","Cigarette Use among Adults","Age","Age 25-44","18.6","Age 65 or older","12.6","1.5"
"2014","Nevada","Cigarette Use among Adults","Age","Age 45-64","17.5","Age 18-24","17.3","1.0"
"2014","Nevada","Cigarette Use among Adults","Age","Age 45-64","17.5","Age 25-44","18.6","0.9"
"2014","Nevada","Cigarette Use among Adults","Age","Age 45-64","17.5","Age 65 or older","12.6","1.4"
"2014","Nevada","Cigarette Use among Adults","Age","Age 65 or older","12.6","Age 18-24","17.3","0.7"
"2014","Nevada","Cigarette Use among Adults","Age","Age 65 or older","12.6","Age 25-44","18.6","0.7"
"2014","Nevada","Cigarette Use among Adults","Age","Age 65 or older","12.6","Age 45-64","17.5","0.7"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 18-24","21.7","Age 25-44","23.9","0.9"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 18-24","21.7","Age 45-64","16.7","1.3"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 18-24","21.7","Age 65 or older","7.4","2.9"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 25-44","23.9","Age 18-24","21.7","1.1"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 25-44","23.9","Age 45-64","16.7","1.4"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 25-44","23.9","Age 65 or older","7.4","3.2"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 45-64","16.7","Age 18-24","21.7","0.8"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 45-64","16.7","Age 25-44","23.9","0.7"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 45-64","16.7","Age 65 or older","7.4","2.3"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 65 or older","7.4","Age 18-24","21.7","0.3"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 65 or older","7.4","Age 25-44","23.9","0.3"
"2014","New Hampshire","Cigarette Use among Adults","Age","Age 65 or older","7.4","Age 45-64","16.7","0.4"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 18-24","12.4","Age 25-44","19.3","0.6"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 18-24","12.4","Age 45-64","15.5","0.8"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 18-24","12.4","Age 65 or older","9.0","1.4"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 25-44","19.3","Age 18-24","12.4","1.6"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 25-44","19.3","Age 45-64","15.5","1.2"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 25-44","19.3","Age 65 or older","9.0","2.1"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 45-64","15.5","Age 18-24","12.4","1.3"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 45-64","15.5","Age 25-44","19.3","0.8"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 45-64","15.5","Age 65 or older","9.0","1.7"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 65 or older","9.0","Age 18-24","12.4","0.7"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 65 or older","9.0","Age 25-44","19.3","0.5"
"2014","New Jersey","Cigarette Use among Adults","Age","Age 65 or older","9.0","Age 45-64","15.5","0.6"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 18-24","17.9","Age 25-44","25.1","0.7"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 18-24","17.9","Age 45-64","19.3","0.9"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 18-24","17.9","Age 65 or older","9.9","1.8"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 25-44","25.1","Age 18-24","17.9","1.4"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 25-44","25.1","Age 45-64","19.3","1.3"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 25-44","25.1","Age 65 or older","9.9","2.5"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 45-64","19.3","Age 18-24","17.9","1.1"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 45-64","19.3","Age 25-44","25.1","0.8"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 45-64","19.3","Age 65 or older","9.9","1.9"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 65 or older","9.9","Age 18-24","17.9","0.6"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 65 or older","9.9","Age 25-44","25.1","0.4"
"2014","New Mexico","Cigarette Use among Adults","Age","Age 65 or older","9.9","Age 45-64","19.3","0.5"
"2014","New York","Cigarette Use among Adults","Age","Age 18-24","14.8","Age 25-44","16.4","0.9"
"2014","New York","Cigarette Use among Adults","Age","Age 18-24","14.8","Age 45-64","16.1","0.9"
"2014","New York","Cigarette Use among Adults","Age","Age 18-24","14.8","Age 65 or older","7.7","1.9"
"2014","New York","Cigarette Use among Adults","Age","Age 25-44","16.4","Age 18-24","14.8","1.1"
"2014","New York","Cigarette Use among Adults","Age","Age 25-44","16.4","Age 45-64","16.1","1.0"
"2014","New York","Cigarette Use among Adults","Age","Age 25-44","16.4","Age 65 or older","7.7","2.1"
"2014","New York","Cigarette Use among Adults","Age","Age 45-64","16.1","Age 18-24","14.8","1.1"
"2014","New York","Cigarette Use among Adults","Age","Age 45-64","16.1","Age 25-44","16.4","1.0"
"2014","New York","Cigarette Use among Adults","Age","Age 45-64","16.1","Age 65 or older","7.7","2.1"
"2014","New York","Cigarette Use among Adults","Age","Age 65 or older","7.7","Age 18-24","14.8","0.5"
"2014","New York","Cigarette Use among Adults","Age","Age 65 or older","7.7","Age 25-44","16.4","0.5"
"2014","New York","Cigarette Use among Adults","Age","Age 65 or older","7.7","Age 45-64","16.1","0.5"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 18-24","16.8","Age 25-44","23.7","0.7"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 18-24","16.8","Age 45-64","20.7","0.8"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 18-24","16.8","Age 65 or older","9.7","1.7"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 25-44","23.7","Age 18-24","16.8","1.4"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 25-44","23.7","Age 45-64","20.7","1.1"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 25-44","23.7","Age 65 or older","9.7","2.4"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 45-64","20.7","Age 18-24","16.8","1.2"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 45-64","20.7","Age 25-44","23.7","0.9"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 45-64","20.7","Age 65 or older","9.7","2.1"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 65 or older","9.7","Age 18-24","16.8","0.6"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 65 or older","9.7","Age 25-44","23.7","0.4"
"2014","North Carolina","Cigarette Use among Adults","Age","Age 65 or older","9.7","Age 45-64","20.7","0.5"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 18-24","20.7","Age 25-44","24.9","0.8"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 18-24","20.7","Age 45-64","20.7","1.0"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 18-24","20.7","Age 65 or older","9.6","2.2"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 25-44","24.9","Age 18-24","20.7","1.2"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 25-44","24.9","Age 45-64","20.7","1.2"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 25-44","24.9","Age 65 or older","9.6","2.6"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 45-64","20.7","Age 18-24","20.7","1.0"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 45-64","20.7","Age 25-44","24.9","0.8"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 45-64","20.7","Age 65 or older","9.6","2.2"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 65 or older","9.6","Age 18-24","20.7","0.5"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 65 or older","9.6","Age 25-44","24.9","0.4"
"2014","North Dakota","Cigarette Use among Adults","Age","Age 65 or older","9.6","Age 45-64","20.7","0.5"
"2014","Ohio","Cigarette Use among Adults","Age","Age 18-24","19.2","Age 25-44","27.2","0.7"
"2014","Ohio","Cigarette Use among Adults","Age","Age 18-24","19.2","Age 45-64","22.4","0.9"
"2014","Ohio","Cigarette Use among Adults","Age","Age 18-24","19.2","Age 65 or older","10.2","1.9"
"2014","Ohio","Cigarette Use among Adults","Age","Age 25-44","27.2","Age 18-24","19.2","1.4"
"2014","Ohio","Cigarette Use among Adults","Age","Age 25-44","27.2","Age 45-64","22.4","1.2"
"2014","Ohio","Cigarette Use among Adults","Age","Age 25-44","27.2","Age 65 or older","10.2","2.7"
"2014","Ohio","Cigarette Use among Adults","Age","Age 45-64","22.4","Age 18-24","19.2","1.2"
"2014","Ohio","Cigarette Use among Adults","Age","Age 45-64","22.4","Age 25-44","27.2","0.8"
"2014","Ohio","Cigarette Use among Adults","Age","Age 45-64","22.4","Age 65 or older","10.2","2.2"
"2014","Ohio","Cigarette Use among Adults","Age","Age 65 or older","10.2","Age 18-24","19.2","0.5"
"2014","Ohio","Cigarette Use among Adults","Age","Age 65 or older","10.2","Age 25-44","27.2","0.4"
"2014","Ohio","Cigarette Use among Adults","Age","Age 65 or older","10.2","Age 45-64","22.4","0.5"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 18-24","24.1","Age 25-44","25.3","1.0"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 18-24","24.1","Age 45-64","21.3","1.1"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 18-24","24.1","Age 65 or older","11.2","2.2"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 25-44","25.3","Age 18-24","24.1","1.0"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 25-44","25.3","Age 45-64","21.3","1.2"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 25-44","25.3","Age 65 or older","11.2","2.3"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 45-64","21.3","Age 18-24","24.1","0.9"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 45-64","21.3","Age 25-44","25.3","0.8"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 45-64","21.3","Age 65 or older","11.2","1.9"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 65 or older","11.2","Age 18-24","24.1","0.5"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 65 or older","11.2","Age 25-44","25.3","0.4"
"2014","Oklahoma","Cigarette Use among Adults","Age","Age 65 or older","11.2","Age 45-64","21.3","0.5"
"2014","Oregon","Cigarette Use among Adults","Age","Age 18-24","17.5","Age 25-44","20.8","0.8"
"2014","Oregon","Cigarette Use among Adults","Age","Age 18-24","17.5","Age 45-64","18.2","1.0"
"2014","Oregon","Cigarette Use among Adults","Age","Age 18-24","17.5","Age 65 or older","8.6","2.0"
"2014","Oregon","Cigarette Use among Adults","Age","Age 25-44","20.8","Age 18-24","17.5","1.2"
"2014","Oregon","Cigarette Use among Adults","Age","Age 25-44","20.8","Age 45-64","18.2","1.1"
"2014","Oregon","Cigarette Use among Adults","Age","Age 25-44","20.8","Age 65 or older","8.6","2.4"
"2014","Oregon","Cigarette Use among Adults","Age","Age 45-64","18.2","Age 18-24","17.5","1.0"
"2014","Oregon","Cigarette Use among Adults","Age","Age 45-64","18.2","Age 25-44","20.8","0.9"
"2014","Oregon","Cigarette Use among Adults","Age","Age 45-64","18.2","Age 65 or older","8.6","2.1"
"2014","Oregon","Cigarette Use among Adults","Age","Age 65 or older","8.6","Age 18-24","17.5","0.5"
"2014","Oregon","Cigarette Use among Adults","Age","Age 65 or older","8.6","Age 25-44","20.8","0.4"
"2014","Oregon","Cigarette Use among Adults","Age","Age 65 or older","8.6","Age 45-64","18.2","0.5"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 18-24","20.4","Age 25-44","24.8","0.8"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 18-24","20.4","Age 45-64","22.5","0.9"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 18-24","20.4","Age 65 or older","8.5","2.4"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 25-44","24.8","Age 18-24","20.4","1.2"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 25-44","24.8","Age 45-64","22.5","1.1"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 25-44","24.8","Age 65 or older","8.5","2.9"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 45-64","22.5","Age 18-24","20.4","1.1"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 45-64","22.5","Age 25-44","24.8","0.9"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 45-64","22.5","Age 65 or older","8.5","2.6"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 65 or older","8.5","Age 18-24","20.4","0.4"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 65 or older","8.5","Age 25-44","24.8","0.3"
"2014","Pennsylvania","Cigarette Use among Adults","Age","Age 65 or older","8.5","Age 45-64","22.5","0.4"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 18-24","14.4","Age 25-44","22.5","0.6"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 18-24","14.4","Age 45-64","16.6","0.9"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 18-24","14.4","Age 65 or older","7.2","2.0"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 25-44","22.5","Age 18-24","14.4","1.6"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 25-44","22.5","Age 45-64","16.6","1.4"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 25-44","22.5","Age 65 or older","7.2","3.1"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 45-64","16.6","Age 18-24","14.4","1.2"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 45-64","16.6","Age 25-44","22.5","0.7"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 45-64","16.6","Age 65 or older","7.2","2.3"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 65 or older","7.2","Age 18-24","14.4","0.5"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 65 or older","7.2","Age 25-44","22.5","0.3"
"2014","Rhode Island","Cigarette Use among Adults","Age","Age 65 or older","7.2","Age 45-64","16.6","0.4"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 18-24","19.2","Age 25-44","28.4","0.7"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 18-24","19.2","Age 45-64","23.7","0.8"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 18-24","19.2","Age 65 or older","8.7","2.2"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 25-44","28.4","Age 18-24","19.2","1.5"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 25-44","28.4","Age 45-64","23.7","1.2"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 25-44","28.4","Age 65 or older","8.7","3.3"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 45-64","23.7","Age 18-24","19.2","1.2"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 45-64","23.7","Age 25-44","28.4","0.8"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 45-64","23.7","Age 65 or older","8.7","2.7"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 65 or older","8.7","Age 18-24","19.2","0.5"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 65 or older","8.7","Age 25-44","28.4","0.3"
"2014","South Carolina","Cigarette Use among Adults","Age","Age 65 or older","8.7","Age 45-64","23.7","0.4"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 18-24","16.4","Age 25-44","24.1","0.7"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 18-24","16.4","Age 45-64","20.2","0.8"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 18-24","16.4","Age 65 or older","8.5","1.9"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 25-44","24.1","Age 18-24","16.4","1.5"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 25-44","24.1","Age 45-64","20.2","1.2"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 25-44","24.1","Age 65 or older","8.5","2.8"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 45-64","20.2","Age 18-24","16.4","1.2"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 45-64","20.2","Age 25-44","24.1","0.8"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 45-64","20.2","Age 65 or older","8.5","2.4"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 65 or older","8.5","Age 18-24","16.4","0.5"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 65 or older","8.5","Age 25-44","24.1","0.4"
"2014","South Dakota","Cigarette Use among Adults","Age","Age 65 or older","8.5","Age 45-64","20.2","0.4"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 18-24","24.3","Age 25-44","29.9","0.8"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 18-24","24.3","Age 45-64","25.3","1.0"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 18-24","24.3","Age 65 or older","12.7","1.9"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 25-44","29.9","Age 18-24","24.3","1.2"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 25-44","29.9","Age 45-64","25.3","1.2"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 25-44","29.9","Age 65 or older","12.7","2.4"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 45-64","25.3","Age 18-24","24.3","1.0"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 45-64","25.3","Age 25-44","29.9","0.8"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 45-64","25.3","Age 65 or older","12.7","2.0"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 65 or older","12.7","Age 18-24","24.3","0.5"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 65 or older","12.7","Age 25-44","29.9","0.4"
"2014","Tennessee","Cigarette Use among Adults","Age","Age 65 or older","12.7","Age 45-64","25.3","0.5"
"2014","Texas","Cigarette Use among Adults","Age","Age 18-24","12.0","Age 25-44","17.3","0.7"
"2014","Texas","Cigarette Use among Adults","Age","Age 18-24","12.0","Age 45-64","15.9","0.8"
"2014","Texas","Cigarette Use among Adults","Age","Age 18-24","12.0","Age 65 or older","7.4","1.6"
"2014","Texas","Cigarette Use among Adults","Age","Age 25-44","17.3","Age 18-24","12.0","1.4"
"2014","Texas","Cigarette Use among Adults","Age","Age 25-44","17.3","Age 45-64","15.9","1.1"
"2014","Texas","Cigarette Use among Adults","Age","Age 25-44","17.3","Age 65 or older","7.4","2.3"
"2014","Texas","Cigarette Use among Adults","Age","Age 45-64","15.9","Age 18-24","12.0","1.3"
"2014","Texas","Cigarette Use among Adults","Age","Age 45-64","15.9","Age 25-44","17.3","0.9"
"2014","Texas","Cigarette Use among Adults","Age","Age 45-64","15.9","Age 65 or older","7.4","2.1"
"2014","Texas","Cigarette Use among Adults","Age","Age 65 or older","7.4","Age 18-24","12.0","0.6"
"2014","Texas","Cigarette Use among Adults","Age","Age 65 or older","7.4","Age 25-44","17.3","0.4"
"2014","Texas","Cigarette Use among Adults","Age","Age 65 or older","7.4","Age 45-64","15.9","0.5"
"2014","Utah","Cigarette Use among Adults","Age","Age 18-24","8.5","Age 25-44","11.5","0.7"
"2014","Utah","Cigarette Use among Adults","Age","Age 18-24","8.5","Age 45-64","10.4","0.8"
"2014","Utah","Cigarette Use among Adults","Age","Age 18-24","8.5","Age 65 or older","4.5","1.9"
"2014","Utah","Cigarette Use among Adults","Age","Age 25-44","11.5","Age 18-24","8.5","1.4"
"2014","Utah","Cigarette Use among Adults","Age","Age 25-44","11.5","Age 45-64","10.4","1.1"
"2014","Utah","Cigarette Use among Adults","Age","Age 25-44","11.5","Age 65 or older","4.5","2.6"
"2014","Utah","Cigarette Use among Adults","Age","Age 45-64","10.4","Age 18-24","8.5","1.2"
"2014","Utah","Cigarette Use among Adults","Age","Age 45-64","10.4","Age 25-44","11.5","0.9"
"2014","Utah","Cigarette Use among Adults","Age","Age 45-64","10.4","Age 65 or older","4.5","2.3"
