"Year","State","Tobacco Use","Demographic","Comparing (Focus group)","Cigarette Use Prevalence % (Focus group)","To (Reference group)","Cigarette Use Prevalence % (Reference group)","Disparity Value"
"2013","South Dakota","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","South Dakota","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic White","17.2","Not Applicable"
"2013","South Dakota","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.2","Hispanic","18.9","0.9"
"2013","South Dakota","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.2","Non-Hispanic AIAN","43.8","0.4"
"2013","South Dakota","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.2","Non-Hispanic Asian","No Data","Not Applicable"
"2013","South Dakota","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.2","Non-Hispanic Black","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Black","22.9","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic White","25.4","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Hispanic","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Black","22.9","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic White","25.4","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","22.9","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","25.4","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","22.9","Hispanic","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","22.9","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","22.9","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","22.9","Non-Hispanic White","25.4","0.9"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","25.4","Hispanic","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","25.4","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","25.4","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Tennessee","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","25.4","Non-Hispanic Black","22.9","1.1"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.6","Non-Hispanic AIAN","23.8","0.6"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.6","Non-Hispanic Asian","13.4","1.0"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.6","Non-Hispanic Black","18.7","0.7"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.6","Non-Hispanic White","16.5","0.8"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","23.8","Hispanic","13.6","1.8"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","23.8","Non-Hispanic Asian","13.4","1.8"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","23.8","Non-Hispanic Black","18.7","1.3"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","23.8","Non-Hispanic White","16.5","1.4"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","13.4","Hispanic","13.6","1.0"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","13.4","Non-Hispanic AIAN","23.8","0.6"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","13.4","Non-Hispanic Black","18.7","0.7"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","13.4","Non-Hispanic White","16.5","0.8"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","18.7","Hispanic","13.6","1.4"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","18.7","Non-Hispanic AIAN","23.8","0.8"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","18.7","Non-Hispanic Asian","13.4","1.4"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","18.7","Non-Hispanic White","16.5","1.1"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.5","Hispanic","13.6","1.2"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.5","Non-Hispanic AIAN","23.8","0.7"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.5","Non-Hispanic Asian","13.4","1.2"
"2013","Texas","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.5","Non-Hispanic Black","18.7","0.9"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Hispanic","10.1","Non-Hispanic AIAN","21.6","0.5"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Hispanic","10.1","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Hispanic","10.1","Non-Hispanic Black","No Data","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Hispanic","10.1","Non-Hispanic White","10.2","1.0"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","21.6","Hispanic","10.1","2.1"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","21.6","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","21.6","Non-Hispanic Black","No Data","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","21.6","Non-Hispanic White","10.2","2.1"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","10.1","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","21.6","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","No Data","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","10.2","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Hispanic","10.1","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic AIAN","21.6","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic White","10.2","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","10.2","Hispanic","10.1","1.0"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","10.2","Non-Hispanic AIAN","21.6","0.5"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","10.2","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Utah","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","10.2","Non-Hispanic Black","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic AIAN","34.7","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Black","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic White","16.2","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","34.7","Hispanic","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","34.7","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","34.7","Non-Hispanic Black","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","34.7","Non-Hispanic White","16.2","2.1"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","34.7","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","16.2","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Hispanic","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic AIAN","34.7","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic White","16.2","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.2","Hispanic","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.2","Non-Hispanic AIAN","34.7","0.5"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.2","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Vermont","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.2","Non-Hispanic Black","No Data","Not Applicable"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","16.3","Non-Hispanic AIAN","35.0","0.5"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","16.3","Non-Hispanic Asian","8.8","1.9"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","16.3","Non-Hispanic Black","20.4","0.8"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","16.3","Non-Hispanic White","19.4","0.8"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.0","Hispanic","16.3","2.1"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.0","Non-Hispanic Asian","8.8","4.0"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.0","Non-Hispanic Black","20.4","1.7"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.0","Non-Hispanic White","19.4","1.8"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","8.8","Hispanic","16.3","0.5"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","8.8","Non-Hispanic AIAN","35.0","0.3"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","8.8","Non-Hispanic Black","20.4","0.4"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","8.8","Non-Hispanic White","19.4","0.5"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.4","Hispanic","16.3","1.3"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.4","Non-Hispanic AIAN","35.0","0.6"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.4","Non-Hispanic Asian","8.8","2.3"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.4","Non-Hispanic White","19.4","1.1"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.4","Hispanic","16.3","1.2"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.4","Non-Hispanic AIAN","35.0","0.6"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.4","Non-Hispanic Asian","8.8","2.2"
"2013","Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.4","Non-Hispanic Black","20.4","1.0"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.8","Non-Hispanic AIAN","35.4","0.4"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.8","Non-Hispanic Asian","9.1","1.5"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.8","Non-Hispanic Black","13.7","1.0"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Hispanic","13.8","Non-Hispanic White","16.7","0.8"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.4","Hispanic","13.8","2.6"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.4","Non-Hispanic Asian","9.1","3.9"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.4","Non-Hispanic Black","13.7","2.6"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","35.4","Non-Hispanic White","16.7","2.1"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","9.1","Hispanic","13.8","0.7"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","9.1","Non-Hispanic AIAN","35.4","0.3"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","9.1","Non-Hispanic Black","13.7","0.7"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","9.1","Non-Hispanic White","16.7","0.5"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","13.7","Hispanic","13.8","1.0"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","13.7","Non-Hispanic AIAN","35.4","0.4"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","13.7","Non-Hispanic Asian","9.1","1.5"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","13.7","Non-Hispanic White","16.7","0.8"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.7","Hispanic","13.8","1.2"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.7","Non-Hispanic AIAN","35.4","0.5"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.7","Non-Hispanic Asian","9.1","1.8"
"2013","Washington","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","16.7","Non-Hispanic Black","13.7","1.2"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","37.1","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","37.1","Non-Hispanic Asian","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","37.1","Non-Hispanic Black","30.9","1.2"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Hispanic","37.1","Non-Hispanic White","26.8","1.4"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Hispanic","37.1","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic Black","30.9","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","No Data","Non-Hispanic White","26.8","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","37.1","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","30.9","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","26.8","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.9","Hispanic","37.1","0.8"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.9","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.9","Non-Hispanic Asian","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.9","Non-Hispanic White","26.8","1.2"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","26.8","Hispanic","37.1","0.7"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","26.8","Non-Hispanic AIAN","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","26.8","Non-Hispanic Asian","No Data","Not Applicable"
"2013","West Virginia","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","26.8","Non-Hispanic Black","30.9","0.9"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Hispanic","18.2","Non-Hispanic AIAN","30.7","0.6"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Hispanic","18.2","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Hispanic","18.2","Non-Hispanic Black","30.8","0.6"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Hispanic","18.2","Non-Hispanic White","17.7","1.0"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","30.7","Hispanic","18.2","1.7"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","30.7","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","30.7","Non-Hispanic Black","30.8","1.0"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","30.7","Non-Hispanic White","17.7","1.7"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","18.2","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","30.7","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","30.8","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","17.7","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Hispanic","18.2","1.7"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Non-Hispanic AIAN","30.7","1.0"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","30.8","Non-Hispanic White","17.7","1.7"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.7","Hispanic","18.2","1.0"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.7","Non-Hispanic AIAN","30.7","0.6"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.7","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wisconsin","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","17.7","Non-Hispanic Black","30.8","0.6"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Hispanic","25.4","Non-Hispanic AIAN","33.8","0.8"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Hispanic","25.4","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Hispanic","25.4","Non-Hispanic Black","No Data","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Hispanic","25.4","Non-Hispanic White","19.5","1.3"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.8","Hispanic","25.4","1.3"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.8","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.8","Non-Hispanic Black","No Data","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","33.8","Non-Hispanic White","19.5","1.7"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","25.4","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","33.8","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","No Data","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","19.5","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Hispanic","25.4","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic AIAN","33.8","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","No Data","Non-Hispanic White","19.5","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.5","Non-Hispanic AIAN","33.8","0.6"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.5","Non-Hispanic Asian","No Data","Not Applicable"
"2013","Wyoming","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","19.5","Non-Hispanic Black","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic AIAN","29.9","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Asian","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic Black","20.2","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Hispanic","No Data","Non-Hispanic White","21.9","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","29.9","Hispanic","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","29.9","Non-Hispanic Asian","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","29.9","Non-Hispanic Black","20.2","1.5"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic AIAN","29.9","Non-Hispanic White","21.9","1.4"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Hispanic","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic AIAN","29.9","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic Black","20.2","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Asian","No Data","Non-Hispanic White","21.9","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.2","Hispanic","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.2","Non-Hispanic AIAN","29.9","0.7"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.2","Non-Hispanic Asian","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic Black","20.2","Non-Hispanic White","21.9","0.9"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.9","Hispanic","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.9","Non-Hispanic AIAN","29.9","0.7"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.9","Non-Hispanic Asian","No Data","Not Applicable"
"2014","Alabama","Cigarette Use among Adults","Race and Ethnicity","Non-Hispanic White","21.9","Non-Hispanic Black","20.2","1.1"
"2014","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.2","Non-Hispanic AIAN","38.2","0.3"
"2014","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.2","Non-Hispanic Asian","No Data","Not Applicable"
"2014","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.2","Non-Hispanic Black","No Data","Not Applicable"
"2014","Alaska","Cigarette Use among Adults","Race and Ethnicity","Hispanic","12.2","Non-Hispanic White","17.6","0.7"
